Name,Team,G,PA,HR,R,RBI,BB,SO,SB,CS,AVG,BB/K,wOBA,Def,Off,wRC+,BB%+,K%+,OBP+,SLG+,ISO+,WPA,WPA/LI,Clutch,WAR,NameASCII,PlayerId,MLBAMID
"Jackson Merrill","SDP",63,254,13,37,48,11,49,7,1,0.298319327,0.224489795,0.3775125871533933,1.6232770888600498,16.526752490279993,147.94919846533216,52.72399242726463,85.76595803232769,102.8524291501359,143.83538784254452,179.9495691688932,2.249231679365039,1.4706008867360651,0.9638709400980479,2.7472033422764572,"Jackson Merrill",29490,701538
"Cal Raleigh","SEA",64,280,16,36,44,36,74,3,1,0.221757322,0.486486486,0.3365153717650403,9.987385468324646,7.066114654208487,125.91780274178062,158.76165685471753,117.65909305315678,106.17797925243084,114.80332425881355,149.51527765805892,-0.6854292021598667,0.20929314219392836,-0.8451105495595217,2.7112258469028205,"Cal Raleigh",21534,663728
"Corey Seager","TEX",53,230,16,34,38,20,41,0,1,0.304347826,0.487804878,0.40628172048425254,2.8374690441414714,15.659520245046828,168.43535242648298,107.37503318608267,79.36112722841912,119.4251374256623,152.00768138516196,191.12468830570947,1.6139671187847853,1.5025517294416204,0.18277854058982612,2.6889833934791123,"Corey Seager",13624,608369
"Elly De La Cruz","CIN",67,297,10,44,33,29,93,26,8,0.260377358,0.311827956,0.3469949568042884,7.205635938793421,8.791524805912267,117.51204589294404,118.87509371567195,139.2127718321135,106.8476003780417,117.01128772596019,135.0812650776161,-0.19832983054220676,0.6433635680004954,-0.8508187166307509,2.6745620504000436,"Elly De La Cruz",26668,682829
"Willy Adames","MIL",67,281,19,44,53,26,83,8,2,0.271653543,0.313253012,0.37003065291926157,2.0456287036649883,13.646966340381764,138.77540875547768,112.6461499367531,131.3180283278157,107.28487699893266,133.79826132065023,171.13079228775177,0.4249728126451373,0.26820683176629245,0.12291108123724231,2.5878187788624256,"Willy Adames",15986,642715
"Shohei Ohtani","LAD",66,303,22,51,43,33,79,32,2,0.25,0.417721518,0.3753624039181208,-7.158468142151833,21.380517593657167,144.16779060147218,132.5930124305903,115.91430708183181,107.18017248446512,141.88505068110373,205.8107063470196,1.6781326109194197,2.097797039663419,-0.38384843209358066,2.512674379360397,"Shohei Ohtani",19755,660271
"Manny Machado","SDP",63,276,18,36,57,19,43,4,0,0.291338582,0.441860465,0.38135385925119575,-1.7939048680127598,16.716024461162686,150.54319263042188,83.80961410990598,69.26469941898702,108.07867073512315,139.658039136198,173.64742167070423,1.1280362382531166,1.4748948698397726,-0.26620075447902836,2.491221480264702,"Manny Machado",11493,592518
"William Contreras","MIL",66,284,13,38,39,41,59,1,2,0.265560165,0.694915254,0.3753631736460105,2.1851332352962345,12.292872976881172,142.37643656559302,175.757895079364,92.36049491076987,118.44282241243049,125.57593131718012,153.8381036240106,-0.8634531642310321,1.4957191427820362,-2.385822617570839,2.4732223601896615,"William Contreras",20503,661388
"Gunnar Henderson","BAL",67,299,11,41,30,28,62,6,2,0.275092936,0.451612903,0.3499140456368692,1.8648749319836497,11.937567187545628,131.4818890540151,115.63465093350244,92.31500733855165,111.31935887174609,116.97245354435641,120.97993375483647,0.9097029655240476,0.9018869032151997,0.1769403228327997,2.44158024791091,"Gunnar Henderson",26289,683002
"Oneil Cruz","PIT",62,262,8,31,40,22,78,16,0,0.299145299,0.282051282,0.36579196954786086,0.04540181718766689,14.20620676399987,133.8073995029481,102.22819971728094,132.35668827139966,115.06507801115052,124.03196504409189,128.39111382062933,1.2777463886886835,1.4142484650947154,-0.22429529721181285,2.373746796006036,"Oneil Cruz",21711,665833
"Brenton Doyle","COL",65,263,16,35,45,19,67,9,2,0.275,0.283582089,0.365680786156563,4.931986468844116,8.911910436163675,122.98361206860504,87.95229555330178,113.25871622376971,102.95296448618667,135.40156175711232,173.12312388258917,0.7619635313749313,0.7717018936527893,0.014556457691470848,2.3352548476716124,"Brenton Doyle",25479,686668
"Yainer Diaz","HOU",67,292,9,32,41,12,56,1,0,0.333333333,0.214285714,0.36348540881245406,-0.9217463470995426,12.651874656581134,140.34361862728767,50.74573478579719,85.38016346903187,116.20133243813125,123.12622178604985,99.41566426546487,0.992961245123297,1.0567359658889472,-0.14456390092545246,2.2044242691005493,"Yainer Diaz",23003,673237
"José Ramírez","CLE",70,299,14,45,35,27,35,24,4,0.261194029,0.771428571,0.33716033368275083,0.683904392644763,10.552900826970365,121.10699679910127,111.50484267719902,52.1133106446078,105.18653032054459,122.10527465085352,142.860413473957,-0.12189131206832826,1.226799170486629,-1.3519684084064643,2.1775693982365847,"Jose Ramirez",13510,608070
"Dansby Swanson","CHC",66,263,6,41,32,26,59,11,0,0.255319148,0.440677966,0.3139920505403562,7.96990180388093,3.9448493215506697,103.58742699391057,120.35577215757644,99.73528736121146,103.76811439295804,97.11438947737173,87.0432468307642,0.607387030031532,0.21701277076499537,0.44890981077449643,2.1367406243890463,"Dansby Swanson",18314,621020
